runDate,stations,trainCode,trainStationId,scheduledArrival,scheduledDeparture,actualArrival,actualDeparture,distance,dayCount,ArrivalDelay,DepartureDelay
2020-01-24,GWL,T-12138,2658454,2020-01-25 10:35:00,2020-01-25 10:40:00,2020-01-25 10:51:00,2020-01-25 10:56:00,699,1,16,16
2020-01-24,DBA,T-12138,2658414,2020-01-25 11:15:00,2020-01-25 11:17:00,2020-01-25 11:37:00,2020-01-25 11:39:00,741,1,22,22
2020-01-24,DAA,T-12138,2658432,2020-01-25 11:38:00,2020-01-25 11:40:00,2020-01-25 12:03:00,2020-01-25 12:05:00,772,1,25,25
2020-01-24,JHS,T-12138,2659350,2020-01-25 12:25:00,2020-01-25 12:35:00,2020-01-25 12:38:00,2020-01-25 12:48:00,797,1,13,13
2020-01-24,BAB,T-12138,2657894,2020-01-25 13:00:00,2020-01-25 13:02:00,2020-01-25 13:28:00,2020-01-25 13:30:00,822,1,28,28
2020-01-24,LAR,T-12138,2658398,2020-01-25 13:47:00,2020-01-25 13:49:00,2020-01-25 14:25:00,2020-01-25 14:27:00,887,1,38,38
2020-01-24,BINA,T-12138,2657929,2020-01-25 14:45:00,2020-01-25 14:50:00,2020-01-25 15:23:00,2020-01-25 15:29:00,950,1,38,39
2020-01-24,BAQ,T-12138,2657881,2020-01-25 15:23:00,2020-01-25 15:25:00,2020-01-25 16:04:00,2020-01-25 16:06:00,996,1,41,41
2020-01-24,BHS,T-12138,2658012,2020-01-25 15:52:00,2020-01-25 15:54:00,2020-01-25 16:33:00,2020-01-25 16:35:00,1035,1,41,41
2020-01-24,BPL,T-12138,2658194,2020-01-25 16:50:00,2020-01-25 16:55:00,2020-01-25 17:21:00,2020-01-25 17:26:00,1088,1,31,31
2020-01-24,HBJ,T-12138,2658440,2020-01-25 17:07:00,2020-01-25 17:09:00,2020-01-25 17:38:00,2020-01-25 17:42:00,1095,1,31,33
2020-01-24,HBD,T-12138,2658443,2020-01-25 18:13:00,2020-01-25 18:15:00,2020-01-25 18:45:00,2020-01-25 18:47:00,1162,1,32,32
2020-01-24,ET,T-12138,2658804,2020-01-25 18:40:00,2020-01-25 18:46:00,2020-01-25 19:15:00,2020-01-25 19:27:00,1180,1,35,41
2020-01-24,BPF,T-12138,2731917,2020-01-25 19:13:00,2020-01-25 19:15:00,2020-01-25 19:57:00,2020-01-25 19:59:00,1214,1,44,44
2020-01-24,HD,T-12138,2658940,2020-01-25 19:43:00,2020-01-25 19:45:00,2020-01-25 20:29:00,2020-01-25 20:31:00,1256,1,46,46
2020-01-24,KKN,T-12138,2731952,2020-01-25 20:10:00,2020-01-25 20:12:00,2020-01-25 20:53:00,2020-01-25 20:55:00,1288,1,43,43
2020-01-24,KNW,T-12138,2658041,2020-01-25 21:35:00,2020-01-25 21:40:00,2020-01-25 21:44:00,2020-01-25 21:50:00,1364,1,9,10
2020-01-24,BAU,T-12138,2657885,2020-01-25 22:28:00,2020-01-25 22:30:00,2020-01-25 22:39:00,2020-01-25 22:42:00,1433,1,11,12
2020-01-24,BSL,T-12138,2657664,2020-01-25 23:30:00,2020-01-25 23:35:00,2020-01-25 23:30:00,2020-01-25 23:40:00,1487,1,0,5
2020-01-24,JL,T-12138,2658959,2020-01-26 23:59:00,2020-01-26 00:01:00,2020-01-26 00:05:00,2020-01-26 00:09:00,1511,2,6,8
2020-01-24,CSN,T-12138,2658714,2020-01-26 00:59:00,2020-01-26 01:01:00,2020-01-26 01:14:00,2020-01-26 01:16:00,1604,2,15,15
2020-01-24,MMR,T-12138,2658996,2020-01-26 01:50:00,2020-01-26 01:55:00,2020-01-26 02:03:00,2020-01-26 02:32:00,1671,2,13,37
2020-01-24,NK,T-12138,2658902,2020-01-26 02:45:00,2020-01-26 02:50:00,2020-01-26 03:26:00,2020-01-26 03:31:00,1744,2,41,41
2020-01-24,DVL,T-12138,2733304,2020-01-26 02:58:00,2020-01-26 03:00:00,2020-01-26 03:40:00,2020-01-26 03:41:00,1750,2,42,41
2020-01-24,IGP,T-12138,2658818,2020-01-26 04:25:00,2020-01-26 04:30:00,2020-01-26 04:21:00,2020-01-26 04:31:00,1795,2,-4,1
2020-01-24,KYN,T-12138,2658310,2020-01-26 06:20:00,2020-01-26 06:25:00,2020-01-26 06:21:00,2020-01-26 06:30:00,1877,2,1,5
2020-01-24,DR,T-12138,2658794,2020-01-26 07:02:00,2020-01-26 07:05:00,2020-01-26 07:02:00,2020-01-26 07:05:00,1919,2,0,0
2020-01-24,CSMT,T-12138,10448787,2020-01-26 07:45:00,,2020-01-26 07:54:00,2020-01-26 00:00:00,1928,2,9,0
2020-01-25,FZR,T-12138,2657812,,2020-01-25 21:40:00,2020-01-25 00:00:00,2020-01-25 21:40:00,0,0,0,0
2020-01-25,FDK,T-12138,2659393,2020-01-25 22:05:00,2020-01-25 22:07:00,2020-01-25 22:14:00,2020-01-25 22:16:00,32,0,9,9
2020-01-25,KKP,T-12138,2658108,2020-01-25 22:23:00,2020-01-25 22:25:00,2020-01-25 22:34:00,2020-01-25 22:36:00,45,0,11,11
2020-01-25,GJUT,T-12138,2734206,2020-01-25 22:38:00,2020-01-25 22:40:00,2020-01-25 22:52:00,2020-01-25 22:53:00,61,0,14,13
2020-01-25,GNA,T-12138,2742572,2020-01-25 22:54:00,2020-01-25 22:56:00,2020-01-25 23:10:00,2020-01-25 23:12:00,76,0,16,16
2020-01-25,BTI,T-12138,2657716,2020-01-25 23:25:00,2020-01-25 23:50:00,2020-01-25 23:28:00,2020-01-25 23:53:00,88,0,3,3
2020-01-25,MAUR,T-12138,2658362,2020-01-26 00:14:00,2020-01-26 00:16:00,2020-01-26 00:34:00,2020-01-26 00:35:00,122,1,20,19
2020-01-25,MSZ,T-12138,2659151,2020-01-26 00:31:00,2020-01-26 00:33:00,2020-01-26 00:53:00,2020-01-26 00:55:00,140,1,22,22
2020-01-25,BLZ,T-12138,2658107,2020-01-26 00:47:00,2020-01-26 00:49:00,2020-01-26 01:08:00,2020-01-26 01:09:00,156,1,21,20
2020-01-25,BRZ,T-12138,2733490,2020-01-26 01:02:00,2020-01-26 01:04:00,2020-01-26 01:24:00,2020-01-26 01:25:00,172,1,22,21
2020-01-25,JHL,T-12138,2659348,2020-01-26 01:21:00,2020-01-26 01:23:00,2020-01-26 01:37:00,2020-01-26 01:39:00,186,1,16,16
2020-01-25,TUN,T-12138,2657804,2020-01-26 01:33:00,2020-01-26 01:35:00,2020-01-26 01:50:00,2020-01-26 01:51:00,198,1,17,16
2020-01-25,NRW,T-12138,2659565,2020-01-26 01:54:00,2020-01-26 01:56:00,2020-01-26 02:12:00,2020-01-26 02:13:00,224,1,18,17
2020-01-25,JIND,T-12138,2658192,2020-01-26 02:25:00,2020-01-26 02:28:00,2020-01-26 02:36:00,2020-01-26 02:39:00,258,1,11,11
2020-01-25,ROK,T-12138,2659284,2020-01-26 03:10:00,2020-01-26 03:12:00,2020-01-26 03:13:00,2020-01-26 03:15:00,315,1,3,3
2020-01-25,BGZ,T-12138,2657989,2020-01-26 03:38:00,2020-01-26 03:40:00,2020-01-26 03:45:00,2020-01-26 03:47:00,355,1,7,7
2020-01-25,SSB,T-12138,2658315,2020-01-26 04:18:00,2020-01-26 04:20:00,2020-01-26 04:11:00,2020-01-26 04:22:00,374,1,-7,2
2020-01-25,DKZ,T-12138,2659013,2020-01-26 04:33:00,2020-01-26 04:35:00,2020-01-26 04:33:00,2020-01-26 04:38:00,382,1,0,3
2020-01-25,NDLS,T-12138,2657756,2020-01-26 05:00:00,2020-01-26 05:15:00,2020-01-26 04:54:00,2020-01-26 05:15:00,386,1,-6,0
2020-01-25,FDB,T-12138,2659398,2020-01-26 05:41:00,2020-01-26 05:43:00,2020-01-26 06:19:00,2020-01-26 06:20:00,414,1,38,37
2020-01-25,KSV,T-12138,2734622,2020-01-26 06:57:00,2020-01-26 06:59:00,2020-01-26 07:30:00,2020-01-26 07:32:00,486,1,33,33
2020-01-25,MTJ,T-12138,2659144,2020-01-26 07:38:00,2020-01-26 07:40:00,2020-01-26 08:05:00,2020-01-26 08:09:00,527,1,27,29
2020-01-25,RKM,T-12138,2659326,2020-01-26 08:14:00,2020-01-26 08:16:00,2020-01-26 08:48:00,2020-01-26 08:50:00,577,1,34,34
2020-01-25,AGC,T-12138,2657986,2020-01-26 08:30:00,2020-01-26 08:35:00,2020-01-26 08:59:00,2020-01-26 09:08:00,581,1,29,33
2020-01-25,DHO,T-12138,2659095,2020-01-26 09:25:00,2020-01-26 09:27:00,2020-01-26 09:54:00,2020-01-26 09:58:00,634,1,29,31
2020-01-25,MRA,T-12138,2659193,2020-01-26 09:53:00,2020-01-26 09:55:00,2020-01-26 10:17:00,2020-01-26 10:19:00,661,1,24,24
2020-01-25,GWL,T-12138,2658454,2020-01-26 10:35:00,2020-01-26 10:40:00,2020-01-26 10:47:00,2020-01-26 10:52:00,699,1,12,12
2020-01-25,DBA,T-12138,2658414,2020-01-26 11:15:00,2020-01-26 11:17:00,2020-01-26 11:35:00,2020-01-26 11:37:00,741,1,20,20
2020-01-25,DAA,T-12138,2658432,2020-01-26 11:38:00,2020-01-26 11:40:00,2020-01-26 12:04:00,2020-01-26 12:30:00,772,1,26,50
2020-01-25,JHS,T-12138,2659350,2020-01-26 12:25:00,2020-01-26 12:35:00,2020-01-26 12:59:00,2020-01-26 13:15:00,797,1,34,40
2020-01-25,BAB,T-12138,2657894,2020-01-26 13:00:00,2020-01-26 13:02:00,2020-01-26 13:56:00,2020-01-26 13:58:00,822,1,56,56
2020-01-25,LAR,T-12138,2658398,2020-01-26 13:47:00,2020-01-26 13:49:00,2020-01-26 14:45:00,2020-01-26 14:47:00,887,1,58,58
2020-01-25,BINA,T-12138,2657929,2020-01-26 14:45:00,2020-01-26 14:50:00,2020-01-26 15:35:00,2020-01-26 15:40:00,950,1,50,50
2020-01-25,BAQ,T-12138,2657881,2020-01-26 15:23:00,2020-01-26 15:25:00,2020-01-26 16:12:00,2020-01-26 16:13:00,996,1,49,48
2020-01-25,BHS,T-12138,2658012,2020-01-26 15:52:00,2020-01-26 15:54:00,2020-01-26 16:40:00,2020-01-26 16:42:00,1035,1,48,48
2020-01-25,BPL,T-12138,2658194,2020-01-26 16:50:00,2020-01-26 16:55:00,2020-01-26 17:48:00,2020-01-26 17:53:00,1088,1,58,58
2020-01-25,HBJ,T-12138,2658440,2020-01-26 17:07:00,2020-01-26 17:09:00,2020-01-26 18:04:00,2020-01-26 18:09:00,1095,1,57,60
2020-01-25,HBD,T-12138,2658443,2020-01-26 18:13:00,2020-01-26 18:15:00,2020-01-26 19:19:00,2020-01-26 19:21:00,1162,1,66,66
2020-01-25,ET,T-12138,2658804,2020-01-26 18:40:00,2020-01-26 18:46:00,2020-01-26 19:47:00,2020-01-26 20:02:00,1180,1,67,76
2020-01-25,BPF,T-12138,2731917,2020-01-26 19:13:00,2020-01-26 19:15:00,2020-01-26 20:32:00,2020-01-26 20:33:00,1214,1,79,78
2020-01-25,HD,T-12138,2658940,2020-01-26 19:43:00,2020-01-26 19:45:00,2020-01-26 21:06:00,2020-01-26 21:08:00,1256,1,83,83
2020-01-25,KKN,T-12138,2731952,2020-01-26 20:10:00,2020-01-26 20:12:00,2020-01-26 21:31:00,2020-01-26 21:33:00,1288,1,81,81
2020-01-25,KNW,T-12138,2658041,2020-01-26 21:35:00,2020-01-26 21:40:00,2020-01-26 22:20:00,2020-01-26 22:26:00,1364,1,45,46
2020-01-25,BAU,T-12138,2657885,2020-01-26 22:28:00,2020-01-26 22:30:00,2020-01-26 23:38:00,2020-01-26 23:40:00,1433,1,70,70
2020-01-25,BSL,T-12138,2657664,2020-01-26 23:30:00,2020-01-26 23:35:00,2020-01-27 00:30:00,2020-01-27 00:38:00,1487,1,60,63
2020-01-25,JL,T-12138,2658959,2020-01-27 23:59:00,2020-01-27 00:01:00,2020-01-27 01:00:00,2020-01-27 01:04:00,1511,2,61,63
2020-01-25,CSN,T-12138,2658714,2020-01-27 00:59:00,2020-01-27 01:01:00,2020-01-27 02:21:00,2020-01-27 02:26:00,1604,2,82,85
2020-01-25,MMR,T-12138,2658996,2020-01-27 01:50:00,2020-01-27 01:55:00,2020-01-27 02:50:00,2020-01-27 02:51:00,1671,2,60,56
2020-01-25,NK,T-12138,2658902,2020-01-27 02:45:00,2020-01-27 02:50:00,2020-01-27 04:13:00,2020-01-27 04:17:00,1744,2,88,87
2020-01-25,DVL,T-12138,2733304,2020-01-27 02:58:00,2020-01-27 03:00:00,2020-01-27 04:24:00,2020-01-27 04:26:00,1750,2,86,86
2020-01-25,IGP,T-12138,2658818,2020-01-27 04:25:00,2020-01-27 04:30:00,2020-01-27 05:03:00,2020-01-27 05:12:00,1795,2,38,42
2020-01-25,KYN,T-12138,2658310,2020-01-27 06:20:00,2020-01-27 06:25:00,2020-01-27 06:59:00,2020-01-27 07:05:00,1877,2,39,40
2020-01-25,DR,T-12138,2658794,2020-01-27 07:02:00,2020-01-27 07:05:00,2020-01-27 07:20:00,2020-01-27 07:23:00,1919,2,18,18
2020-01-25,CSMT,T-12138,10448787,2020-01-27 07:45:00,,2020-01-27 08:21:00,2020-01-27 00:00:00,1928,2,36,0
2020-01-26,FZR,T-12138,2657812,,2020-01-26 21:40:00,2020-01-26 00:00:00,2020-01-26 21:40:00,0,0,0,0
2020-01-26,FDK,T-12138,2659393,2020-01-26 22:05:00,2020-01-26 22:07:00,2020-01-26 22:14:00,2020-01-26 22:17:00,32,0,9,10
2020-01-26,KKP,T-12138,2658108,2020-01-26 22:23:00,2020-01-26 22:25:00,2020-01-26 22:32:00,2020-01-26 22:34:00,45,0,9,9
2020-01-26,GJUT,T-12138,2734206,2020-01-26 22:38:00,2020-01-26 22:40:00,2020-01-26 22:50:00,2020-01-26 22:51:00,61,0,12,11
2020-01-26,GNA,T-12138,2742572,2020-01-26 22:54:00,2020-01-26 22:56:00,2020-01-26 23:06:00,2020-01-26 23:10:00,76,0,12,14
2020-01-26,BTI,T-12138,2657716,2020-01-26 23:25:00,2020-01-26 23:50:00,2020-01-26 23:22:00,2020-01-26 23:52:00,88,0,-3,2
2020-01-26,MAUR,T-12138,2658362,2020-01-27 00:14:00,2020-01-27 00:16:00,2020-01-27 00:28:00,2020-01-27 00:29:00,122,1,14,13
2020-01-26,MSZ,T-12138,2659151,2020-01-27 00:31:00,2020-01-27 00:33:00,2020-01-27 00:46:00,2020-01-27 00:48:00,140,1,15,15
2020-01-26,BLZ,T-12138,2658107,2020-01-27 00:47:00,2020-01-27 00:49:00,2020-01-27 01:03:00,2020-01-27 01:04:00,156,1,16,15
2020-01-26,BRZ,T-12138,2733490,2020-01-27 01:02:00,2020-01-27 01:04:00,2020-01-27 01:19:00,2020-01-27 01:21:00,172,1,17,17
2020-01-26,JHL,T-12138,2659348,2020-01-27 01:21:00,2020-01-27 01:23:00,2020-01-27 01:33:00,2020-01-27 01:35:00,186,1,12,12
2020-01-26,TUN,T-12138,2657804,2020-01-27 01:33:00,2020-01-27 01:35:00,2020-01-27 01:46:00,2020-01-27 01:48:00,198,1,13,13
2020-01-26,NRW,T-12138,2659565,2020-01-27 01:54:00,2020-01-27 01:56:00,2020-01-27 02:09:00,2020-01-27 02:11:00,224,1,15,15
2020-01-26,JIND,T-12138,2658192,2020-01-27 02:25:00,2020-01-27 02:28:00,2020-01-27 02:34:00,2020-01-27 02:36:00,258,1,9,8
2020-01-26,ROK,T-12138,2659284,2020-01-27 03:10:00,2020-01-27 03:12:00,2020-01-27 03:13:00,2020-01-27 03:19:00,315,1,3,7
2020-01-26,BGZ,T-12138,2657989,2020-01-27 03:38:00,2020-01-27 03:40:00,2020-01-27 03:49:00,2020-01-27 03:52:00,355,1,11,12
2020-01-26,SSB,T-12138,2658315,2020-01-27 04:18:00,2020-01-27 04:20:00,2020-01-27 04:14:00,2020-01-27 04:22:00,374,1,-4,2
2020-01-26,DKZ,T-12138,2659013,2020-01-27 04:33:00,2020-01-27 04:35:00,2020-01-27 04:36:00,2020-01-27 04:38:00,382,1,3,3
2020-01-26,NDLS,T-12138,2657756,2020-01-27 05:00:00,2020-01-27 05:15:00,2020-01-27 04:52:00,2020-01-27 05:15:00,386,1,-8,0
2020-01-26,FDB,T-12138,2659398,2020-01-27 05:41:00,2020-01-27 05:43:00,2020-01-27 05:51:00,2020-01-27 05:54:00,414,1,10,11
2020-01-26,KSV,T-12138,2734622,2020-01-27 06:57:00,2020-01-27 06:59:00,2020-01-27 06:54:00,2020-01-27 07:02:00,486,1,-3,3
2020-01-26,MTJ,T-12138,2659144,2020-01-27 07:38:00,2020-01-27 07:40:00,2020-01-27 07:37:00,2020-01-27 07:43:00,527,1,-1,3
2020-01-26,RKM,T-12138,2659326,2020-01-27 08:14:00,2020-01-27 08:16:00,2020-01-27 08:34:00,2020-01-27 08:36:00,577,1,20,20
2020-01-26,AGC,T-12138,2657986,2020-01-27 08:30:00,2020-01-27 08:35:00,2020-01-27 08:44:00,2020-01-27 08:44:00,581,1,14,9
2020-01-26,DHO,T-12138,2659095,2020-01-27 09:25:00,2020-01-27 09:27:00,2020-01-27 09:29:00,2020-01-27 09:39:00,634,1,4,12
2020-01-26,MRA,T-12138,2659193,2020-01-27 09:53:00,2020-01-27 09:55:00,2020-01-27 10:04:00,2020-01-27 10:06:00,661,1,11,11
2020-01-26,GWL,T-12138,2658454,2020-01-27 10:35:00,2020-01-27 10:40:00,2020-01-27 10:37:00,2020-01-27 10:41:00,699,1,2,1
2020-01-26,DBA,T-12138,2658414,2020-01-27 11:15:00,2020-01-27 11:17:00,2020-01-27 11:21:00,2020-01-27 11:23:00,741,1,6,6
2020-01-26,DAA,T-12138,2658432,2020-01-27 11:38:00,2020-01-27 11:40:00,2020-01-27 11:51:00,2020-01-27 12:04:00,772,1,13,24
2020-01-26,JHS,T-12138,2659350,2020-01-27 12:25:00,2020-01-27 12:35:00,2020-01-27 12:40:00,2020-01-27 12:49:00,797,1,15,14
2020-01-26,BAB,T-12138,2657894,2020-01-27 13:00:00,2020-01-27 13:02:00,2020-01-27 13:20:00,2020-01-27 13:23:00,822,1,20,21
2020-01-26,LAR,T-12138,2658398,2020-01-27 13:47:00,2020-01-27 13:49:00,2020-01-27 14:11:00,2020-01-27 14:27:00,887,1,24,38
2020-01-26,BINA,T-12138,2657929,2020-01-27 14:45:00,2020-01-27 14:50:00,2020-01-27 15:20:00,2020-01-27 15:24:00,950,1,35,34
2020-01-26,BAQ,T-12138,2657881,2020-01-27 15:23:00,2020-01-27 15:25:00,2020-01-27 15:57:00,2020-01-27 15:59:00,996,1,34,34
2020-01-26,BHS,T-12138,2658012,2020-01-27 15:52:00,2020-01-27 15:54:00,2020-01-27 16:24:00,2020-01-27 16:28:00,1035,1,32,34
2020-01-26,BPL,T-12138,2658194,2020-01-27 16:50:00,2020-01-27 16:55:00,2020-01-27 17:19:00,2020-01-27 17:25:00,1088,1,29,30
2020-01-26,HBJ,T-12138,2658440,2020-01-27 17:07:00,2020-01-27 17:09:00,2020-01-27 17:36:00,2020-01-27 17:39:00,1095,1,29,30
2020-01-26,HBD,T-12138,2658443,2020-01-27 18:13:00,2020-01-27 18:15:00,2020-01-27 18:42:00,2020-01-27 18:45:00,1162,1,29,30
2020-01-26,ET,T-12138,2658804,2020-01-27 18:40:00,2020-01-27 18:46:00,2020-01-27 19:07:00,2020-01-27 19:17:00,1180,1,27,31
2020-01-26,BPF,T-12138,2731917,2020-01-27 19:13:00,2020-01-27 19:15:00,2020-01-27 19:48:00,2020-01-27 19:50:00,1214,1,35,35
2020-01-26,HD,T-12138,2658940,2020-01-27 19:43:00,2020-01-27 19:45:00,2020-01-27 20:22:00,2020-01-27 20:27:00,1256,1,39,42
2020-01-26,KKN,T-12138,2731952,2020-01-27 20:10:00,2020-01-27 20:12:00,2020-01-27 20:49:00,2020-01-27 20:51:00,1288,1,39,39
2020-01-26,KNW,T-12138,2658041,2020-01-27 21:35:00,2020-01-27 21:40:00,2020-01-27 22:03:00,2020-01-27 22:10:00,1364,1,28,30
2020-01-26,BAU,T-12138,2657885,2020-01-27 22:28:00,2020-01-27 22:30:00,2020-01-27 23:04:00,2020-01-27 23:07:00,1433,1,36,37
2020-01-26,BSL,T-12138,2657664,2020-01-27 23:30:00,2020-01-27 23:35:00,2020-01-28 00:15:00,2020-01-28 00:27:00,1487,1,45,52
2020-01-26,JL,T-12138,2658959,2020-01-28 23:59:00,2020-01-28 00:01:00,2020-01-28 00:51:00,2020-01-28 00:53:00,1511,2,52,52
2020-01-26,CSN,T-12138,2658714,2020-01-28 00:59:00,2020-01-28 01:01:00,2020-01-28 02:00:00,2020-01-28 02:03:00,1604,2,61,62
2020-01-26,MMR,T-12138,2658996,2020-01-28 01:50:00,2020-01-28 01:55:00,2020-01-28 02:57:00,2020-01-28 03:05:00,1671,2,67,70
2020-01-26,NK,T-12138,2658902,2020-01-28 02:45:00,2020-01-28 02:50:00,2020-01-28 03:56:00,2020-01-28 03:59:00,1744,2,71,69
2020-01-26,DVL,T-12138,2733304,2020-01-28 02:58:00,2020-01-28 03:00:00,2020-01-28 04:06:00,2020-01-28 04:08:00,1750,2,68,68
2020-01-26,IGP,T-12138,2658818,2020-01-28 04:25:00,2020-01-28 04:30:00,2020-01-28 04:48:00,2020-01-28 04:56:00,1795,2,23,26
2020-01-26,KYN,T-12138,2658310,2020-01-28 06:20:00,2020-01-28 06:25:00,2020-01-28 06:39:00,2020-01-28 06:43:00,1877,2,19,18
2020-01-26,DR,T-12138,2658794,2020-01-28 07:02:00,2020-01-28 07:05:00,2020-01-28 07:09:00,2020-01-28 07:10:00,1919,2,7,5
2020-01-26,CSMT,T-12138,10448787,2020-01-28 07:45:00,,2020-01-28 07:45:00,2020-01-28 00:00:00,1928,2,0,0
2020-01-27,FZR,T-12138,2657812,,2020-01-27 21:40:00,2020-01-27 00:00:00,2020-01-27 21:40:00,0,0,0,0
2020-01-27,FDK,T-12138,2659393,2020-01-27 22:05:00,2020-01-27 22:07:00,2020-01-27 22:25:00,2020-01-27 22:27:00,32,0,20,20
2020-01-27,KKP,T-12138,2658108,2020-01-27 22:23:00,2020-01-27 22:25:00,2020-01-27 22:42:00,2020-01-27 22:44:00,45,0,19,19
2020-01-27,GJUT,T-12138,2734206,2020-01-27 22:38:00,2020-01-27 22:40:00,2020-01-27 23:01:00,2020-01-27 23:02:00,61,0,23,22
2020-01-27,GNA,T-12138,2742572,2020-01-27 22:54:00,2020-01-27 22:56:00,2020-01-27 23:16:00,2020-01-27 23:17:00,76,0,22,21
2020-01-27,BTI,T-12138,2657716,2020-01-27 23:25:00,2020-01-27 23:50:00,2020-01-27 23:33:00,2020-01-27 23:50:00,88,0,8,0
2020-01-27,MAUR,T-12138,2658362,2020-01-28 00:14:00,2020-01-28 00:16:00,2020-01-28 00:33:00,2020-01-28 00:34:00,122,1,19,18
2020-01-27,MSZ,T-12138,2659151,2020-01-28 00:31:00,2020-01-28 00:33:00,2020-01-28 00:52:00,2020-01-28 00:54:00,140,1,21,21
2020-01-27,BLZ,T-12138,2658107,2020-01-28 00:47:00,2020-01-28 00:49:00,2020-01-28 01:08:00,2020-01-28 01:10:00,156,1,21,21
2020-01-27,BRZ,T-12138,2733490,2020-01-28 01:02:00,2020-01-28 01:04:00,2020-01-28 01:25:00,2020-01-28 01:26:00,172,1,23,22
2020-01-27,JHL,T-12138,2659348,2020-01-28 01:21:00,2020-01-28 01:23:00,2020-01-28 01:39:00,2020-01-28 01:40:00,186,1,18,17
2020-01-27,TUN,T-12138,2657804,2020-01-28 01:33:00,2020-01-28 01:35:00,2020-01-28 01:52:00,2020-01-28 01:53:00,198,1,19,18
2020-01-27,NRW,T-12138,2659565,2020-01-28 01:54:00,2020-01-28 01:56:00,2020-01-28 02:14:00,2020-01-28 02:15:00,224,1,20,19
2020-01-27,JIND,T-12138,2658192,2020-01-28 02:25:00,2020-01-28 02:28:00,2020-01-28 02:45:00,2020-01-28 02:46:00,258,1,20,18
2020-01-27,ROK,T-12138,2659284,2020-01-28 03:10:00,2020-01-28 03:12:00,2020-01-28 03:27:00,2020-01-28 03:29:00,315,1,17,17
2020-01-27,BGZ,T-12138,2657989,2020-01-28 03:38:00,2020-01-28 03:40:00,2020-01-28 04:05:00,2020-01-28 04:06:00,355,1,27,26
2020-01-27,SSB,T-12138,2658315,2020-01-28 04:18:00,2020-01-28 04:20:00,2020-01-28 04:25:00,2020-01-28 04:27:00,374,1,7,7
2020-01-27,DKZ,T-12138,2659013,2020-01-28 04:33:00,2020-01-28 04:35:00,2020-01-28 04:41:00,2020-01-28 04:43:00,382,1,8,8
2020-01-27,NDLS,T-12138,2657756,2020-01-28 05:00:00,2020-01-28 05:15:00,2020-01-28 04:59:00,2020-01-28 05:15:00,386,1,-1,0
2020-01-27,FDB,T-12138,2659398,2020-01-28 05:41:00,2020-01-28 05:43:00,2020-01-28 05:53:00,2020-01-28 05:56:00,414,1,12,13
2020-01-27,KSV,T-12138,2734622,2020-01-28 06:57:00,2020-01-28 06:59:00,2020-01-28 06:57:00,2020-01-28 07:06:00,486,1,0,7
2020-01-27,MTJ,T-12138,2659144,2020-01-28 07:38:00,2020-01-28 07:40:00,2020-01-28 07:39:00,2020-01-28 07:40:00,527,1,1,0
2020-01-27,RKM,T-12138,2659326,2020-01-28 08:14:00,2020-01-28 08:16:00,2020-01-28 08:24:00,2020-01-28 08:26:00,577,1,10,10
2020-01-27,AGC,T-12138,2657986,2020-01-28 08:30:00,2020-01-28 08:35:00,2020-01-28 08:35:00,2020-01-28 08:42:00,581,1,5,7
2020-01-27,DHO,T-12138,2659095,2020-01-28 09:25:00,2020-01-28 09:27:00,2020-01-28 09:58:00,2020-01-28 10:01:00,634,1,33,34
2020-01-27,MRA,T-12138,2659193,2020-01-28 09:53:00,2020-01-28 09:55:00,2020-01-28 10:22:00,2020-01-28 10:24:00,661,1,29,29
2020-01-27,GWL,T-12138,2658454,2020-01-28 10:35:00,2020-01-28 10:40:00,2020-01-28 10:56:00,2020-01-28 11:01:00,699,1,21,21
2020-01-27,DBA,T-12138,2658414,2020-01-28 11:15:00,2020-01-28 11:17:00,2020-01-28 11:42:00,2020-01-28 11:44:00,741,1,27,27
2020-01-27,DAA,T-12138,2658432,2020-01-28 11:38:00,2020-01-28 11:40:00,2020-01-28 12:07:00,2020-01-28 12:09:00,772,1,29,29
2020-01-27,JHS,T-12138,2659350,2020-01-28 12:25:00,2020-01-28 12:35:00,2020-01-28 12:35:00,2020-01-28 12:48:00,797,1,10,13
2020-01-27,BAB,T-12138,2657894,2020-01-28 13:00:00,2020-01-28 13:02:00,2020-01-28 13:58:00,2020-01-28 14:00:00,822,1,58,58
2020-01-27,LAR,T-12138,2658398,2020-01-28 13:47:00,2020-01-28 13:49:00,2020-01-28 14:54:00,2020-01-28 14:56:00,887,1,67,67
2020-01-27,BINA,T-12138,2657929,2020-01-28 14:45:00,2020-01-28 14:50:00,2020-01-28 16:27:00,2020-01-28 16:42:00,950,1,102,112
2020-01-27,BAQ,T-12138,2657881,2020-01-28 15:23:00,2020-01-28 15:25:00,2020-01-28 17:27:00,2020-01-28 17:29:00,996,1,124,124
2020-01-27,BHS,T-12138,2658012,2020-01-28 15:52:00,2020-01-28 15:54:00,2020-01-28 18:03:00,2020-01-28 18:05:00,1035,1,131,131
2020-01-27,BPL,T-12138,2658194,2020-01-28 16:50:00,2020-01-28 16:55:00,2020-01-28 18:46:00,2020-01-28 18:52:00,1088,1,116,117
2020-01-27,HBJ,T-12138,2658440,2020-01-28 17:07:00,2020-01-28 17:09:00,2020-01-28 19:03:00,2020-01-28 19:05:00,1095,1,116,116
